"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main"
"mediametrie",1,"H04H","BROADCAST COMMUNICATION (multiplex communication H04J; pictorial communication aspectsof broadcast systems H04N)",NA,NA,"Levallois Perret","92"
"mediamobile",1,"G01C","MEASURING DISTANCES",NA,NA,"Ivry sur Seine","94"
"medical innovation developpement",9,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)","Dardilly","69"
"medical scientific innovations - msi",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61L","e.g. G01N0033480000)","Paris","75"
"medicatlantic",9,"A61G","TRANSPORT",NA,NA,"Mont","85"
"medicodose systems",3,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","A61J","CONTAINERS SPECIALLY ADAPTED FOR MEDICAL OR PHARMACEUTICAL PURPOSES; DEVICES OR METHODS SPECIALLY ADAPTED FOR BRINGING PHARMACEUTICAL PRODUCTS INTO PARTICULAR PHYSICAL OR ADMINISTERING FORMS; DEVICES FOR ADMINISTERING FOOD OR MEDICINES ORALLY; BABY COMFORTERS; DEVICES FOR RECEIVING SPITTLE","Marseille","13"
"medicrea international",27,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","Rillieux la Pape","69"
"medincell",7,"C08G","MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P)","C08L","COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F","Jacou","34"
"medithau",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Marseillan","34"
"medsenic",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Strasbourg","67"
"medtech",12,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","B62B","HAND-PROPELLED VEHICLES, e.g. HAND CARTS OR PERAMBULATORS; SLEDGES (characterised by animal propulsion B62C; propulsion of sledges by driver or engine B62M)","Montpellier","34"
"medventiv",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Rennes","35"
"meed group, eurl",1,"G01C","MEASURING DISTANCES",NA,NA,"Paris","75"
"meero",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Paris","75"
"meggitt",2,"B61L","GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC (brakes or auxiliary equipment B61H","G01C","B61K; point or crossing construction E01B)","Archamps","74"
"mehaut, nicolas",2,"A47F","SPECIAL FURNITURE","B65D","FITTINGS","Viuz en Sallaz","74"
"mejladi, moktar",3,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF","B05D","PROCESSES FOR APPLYING LIQUIDS OR OTHER FLUENT MATERIALS TO SURFACES, IN GENERAL (conveying articles or workpieces through baths of liquid B65G, e.g. B65G0049020000)","Cepoy","45"
"melchior material and life science",2,"B65B","MACHINES","F42B","APPARATUS OR DEVICES FOR","Lacq","64"
"melchior material and life science france",16,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A01P","e.g. AS DISINFECTANTS","Lacq","64"
"melchior, jean-frederic",1,"F01L","CYCLICALLY OPERATING VALVES FOR MACHINES OR ENGINES (valves in general F16K)",NA,NA,"Paris","75"
"meledo, herve",2,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES","F16J","PISTONS; CYLINDERS; PRESSURE VESSELS IN GENERAL; SEALINGS","Suce sur Erdre","44"
"meledo, m. herve",3,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Suce sur Erdre","44"
"melipharm",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Limoges","87"
"meljac",2,"F21S","NON-PORTABLE LIGHTING DEVICES OR SYSTEMS THEREOF (burners F23D; electric aspects or elements","F21V","see section H","Paris","75"
"melspring",2,"C05D","INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ; C05B","C05F","C05C; FERTILISERS PRODUCING CARBON DIOXIDE","Saint etienne du Gue de l Isle","22"
"membrives, daniel lucien joseph",1,"B01D","SEPARATION (separating solids from solids by wet methods B03B",NA,NA,"Ile de la Reunion","97"
"memometal technologies",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Bruz","35"
"menage selection valnet",1,"D06F","LAUNDERING",NA,NA,"Rivesaltes","66"
"menaliz",1,"A45C","PURSES; LUGGAGE; HAND CARRIED BAGS (sacks or packs carried on the body A45F; containers in general B65D",NA,NA,"ecouen","95"
"menapic",1,"G01B","MEASURING LENGTH",NA,NA,"Lille","59"
"menard, serge",4,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS","B63B","FISHES","Saint Julien de Gras Capou","95"
"meneses da silva, edna",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Paris","75"
"mensah-nyagan, ayikoe-guy",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Strasbourg","67"
"mensia technologies",6,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Chantepie","35"
"menta",5,"H03K","PULSE TECHNIQUE (measuring pulse characteristics G01R; mechanical counters having an electrical input G06M; information storage devices in general G11; sample-and-hold arrangements in electric analogue stores G11C0027020000; construction of switches involving contact making and breaking for generation of pulses",NA,NA,"Montpellier","34"
"menuiseries elva",1,"C08L","COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F",NA,NA,"Les Brouzils","85"
"meribel alpina",1,"B61B","RAILWAY SYSTEMS; EQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FOR (lifts or hoists",NA,NA,"","73"
"merim services",1,"E05D","HINGES OR OTHER SUSPENSION DEVICES FOR DOORS",NA,NA,"Saint Gaultier","36"
"merle",1,"E04G","SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR OTHER BUILDING AIDS",NA,NA,"Langeac","43"
"mermet",10,"C03C","CHEMICAL COMPOSITION OF GLASSES","D02G","GLAZES","Veyrins Thuellin","38"
"mersen boostec",2,"B23K","SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY","C04B","e.g. FLAME CUTTING; WORKING BY LASER BEAM (making metal-coated products by extruding metal B21C0023220000; building up linings or coverings by casting B22D0019080000; casting by dipping B22D0023040000; manufacture of composite layers by sintering metal powder B22F0007000000; arrangements on machine tools for copying or controlling B23Q; covering metals or covering materials with metals","Bazet","65"
"mersen france amiens",15,"H01R","ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS (switches","B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000, B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000, B60K0017140000; preventing wheel slip by reducing power in rail vehicles B61C0015080000; dynamo-electric machines H02K; control or regulation of electric motors H02P); SUPPLYING ELECTRIC POWER FOR AUXILIARY EQUIPMENT OF ELECTRICALLY-PROPELLED VEHICLES (electric coupling devices combined with mechanical couplings of vehicles B60D0001640000; electric heating for vehicles B60H0001000000); ELECTRODYNAMIC BRAKE SYSTEMS FOR VEHICLES IN GENERAL (control or regulation of electric motors H02P); MAGNETIC SUSPENSION OR LEVITATION FOR VEHICLES; MONITORING OPERATING VARIABLES OF ELECTRICALLY-PROPELLED VEHICLES; ELECTRIC SAFETY DEVICES FOR ELECTRICALLY-PROPELLED VEHICLES","Amiens","80"
"mersen france py",2,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C01B","e.g. CATALYSIS","Pagny sur Moselle","54"
"mersen france sb",21,"H01H","ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B0007100000; electrolytic self-interrupters H01G0009180000; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K0017000000)","H02H","EMERGENCY PROTECTIVE CIRCUIT ARRANGEMENTS (indicating or signalling undesired working conditions G01R, e.g. G01R0031000000, G08B; locating faults along lines G01R0031080000; emergency protective devices H01H)","Saint Bonnet de Mure","69"
"mertz, patrick",1,"B60J","WINDOWS",NA,NA,"Neuf Brisach","68"
"merylithe",1,"C08G","MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P)",NA,NA,"Mery","73"
"messer france",18,"F17C","VESSELS FOR CONTAINING OR STORING COMPRESSED","C01B","NON-METALLIC ELEMENTS; COMPOUNDS THEREOF (fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;  production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)","Suresnes","92"
"messier-bugatti-dowty",59,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)",NA,NA,"Velizy Villacoublay","78"
"messina, solange",1,"A47G","HOUSEHOLD OR TABLE EQUIPMENT (book-ends A47B0065000000; knives B26B)",NA,NA,"Levallois Perret","92"
"messulam, pierre",1,"B61L","GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC (brakes or auxiliary equipment B61H",NA,NA,"Paris","75"
"mestdagh, denis julien gilles",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Seyssins","38"
"mesure-systems3d",3,"G01B","MEASURING LENGTH",NA,NA,"Bruz","35"
"metabolic explorer",10,"C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000",NA,NA,"Saint Beauzire","63"
"metabolys",5,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Lyon","69"
"metabrain research",4,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Chilly Mazarin","91"
"metaleo",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","F21V","e.g. G01N0033480000)","L Isle Jourdain","86"
"metalic, s. a r.l.",1,"A61G","TRANSPORT",NA,NA,"Lyon","69"
"metalizz",1,"B05B","SPRAYING APPARATUS; ATOMISING APPARATUS; NOZZLES (spray-mixers with nozzles B01F0005200000; processes for applying liquids or other fluent materials to surfaces by spraying B05D)",NA,NA,"Loriol sur Drome","26"
"metalliance",2,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000",NA,NA,"Saint Vallier","71"
"metalplast",1,"H01H","ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B0007100000; electrolytic self-interrupters H01G0009180000; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K0017000000)",NA,NA,"Paris","75"
"metalskin technologies",7,"C09D","COATING COMPOSITIONS",NA,NA,"Balaruc les Bains","34"
"metalux",2,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS","E05C","BOLTS OR FASTENING DEVICES FOR WINGS","Saint Dizier","52"
"metalvalue",2,"B22F","WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (processes or devices for granulating materials in general B01J0002000000; making ceramics by compacting or sintering C04B",NA,NA,"Paris","75"
"meto&co",2,"C01G","COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES  C01D;  OR C01F; (metal hydrides C01B0006000000; salts of oxyacids of halogens C01B0011000000; peroxides","C09D","salts of peroxyacids C01B0015000000; thiosulfates","Balaruc les Bains","34"
"metrolab",6,"B61K","OTHER AUXILIARY EQUIPMENT FOR RAILWAYS (energy-storing brakes B61H; protection of permanent way against weather influences E01B; rail cleaning","B61L","snow ploughs E01H)","Paris","75"
"metso france",1,"B06B","GENERATING OR TRANSMITTING MECHANICAL VIBRATIONS IN GENERAL (for particular physical or chemical processes",NA,NA,"Macon","71"
"metso minerals",2,"B02C","CRUSHING",NA,NA,"Macon","71"
"mexel industries",1,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES",NA,NA,"Verberie","60"
"meyere, guy",1,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS",NA,NA,"Marseille","13"
"meyere, nadege",1,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS",NA,NA,"Marseille","13"
"meyrueis, vincent",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Strasbourg","67"
"mezy, marcel leon",1,"C05F","ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ; C05B",NA,NA,"Bozouls","12"
"mezzonomy",2,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING","H04L","OR COMMUNICATING WITH","Blagnac","31"
"mg composites",1,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)",NA,NA,"Besayes","26"
"mg developpement",4,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","B08B","STERILISATION","Perols","34"
"mg-valdunes",2,"B60B","VEHICLE WHEELS (making wheels or wheel parts by rolling B21H0001000000",NA,NA,"Trith Saint Leger","59"
"mga technologies",3,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Civrieux d Azergues","69"
"mge ups systems",2,"H02M","APPARATUS FOR CONVERSION BETWEEN AC AND AC",NA,NA,"Montbonnot Saint Martin","38"
"mgh",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Montpellier","34"
"mgi coutier",5,"F01N","GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL; GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL-COMBUSTION ENGINES (arrangements in connection with gas exhaust of propulsion units in vehicles B60K0013000000; combustion-air intake silencers specially adapted for",NA,NA,"Champfromier","14"
"mgi digital technology",16,"B65H","HANDLING THIN OR FILAMENTARY MATERIAL","B65G","TRANSPORT OR STORAGE DEVICES, e.g. CONVEYERS FOR LOADING OR TIPPING; SHOP CONVEYER SYSTEMS; PNEUMATIC TUBE CONVEYERS (transport or storage devices used in a particular handling or treatment of articles or materials, see the relevant subclass, e.g. in metal-working B21D0043000000, B23Q0007000000, B23Q0041020000; vehicle, railway, sea or aircraft aspects B60-B64; transportation, conveyor or haulage systems specially adapted for motor vehicle or trailer assembly lines B62D0065180000; in packaging B65B; handling thin or filamentary materials B65H; hoisting, lifting, hauling, e.g. truck loaders B66; handling liquids B67; specially adapted to underground conditions E21F0013000000; storing or distributing gases or liquids F17; in handling radioactive materials G21C0019000000)","Fresnes","94"
"mgi france",5,"C08J","WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES  C08B","C09D","C08C","Ivry sur Seine","94"
"mhcs",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"epernay","51"
"mia electric",3,"B60J","WINDOWS","E05B","WINDSCREENS","","79"
"mialhe, claude",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Draguignan","83"
"mibox",2,"B05C","APPARATUS FOR APPLYING LIQUIDS OR OTHER FLUENT MATERIALS TO SURFACES","B65D","IN GENERAL (spraying apparatus","Vitre","35"
"michaud-grosbenoit, frederic",1,"B08B","CLEANING IN GENERAL; PREVENTION OF FOULING IN GENERAL (brushes A46; devices for domestic or like cleaning A47L; separation of particles from liquids or gases B01D; separation of solids B03",NA,NA,"Grane","26"
"micheau, christophe",1,"F16N","LUBRICATING",NA,NA,"Castres","81"
"michel pioch",1,"B25B","TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR",NA,NA,"Saint Cere","46"
"michel, isnard",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Nice","63"
"michel, m. philippe",1,"C02F","TREATMENT OF WATER",NA,NA,"Sainte Foy les Lyon","69"
"michelin",2820,"B60C","VEHICLE TYRES (manufacture","C08L","COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F, C08G; artificial filaments or fibres D01F; textile treating compositions D06)","Clermont Ferrand","63"
"micro mega international manufactures",2,"F16H","GEARING","H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers","Besancon","25"
"micro module",1,"H04B","TRANSMISSION (transmission systems for measured values",NA,NA,"Brest","29"
"micro-controle - spectra physics",6,"G01B","MEASURING LENGTH",NA,NA,"evry","91"
"micro-controle - spectra-physics",2,"F16M","FRAMES","G09B","CASINGS","evry","91"
"microcapsules technologies",3,"B01J","CHEMICAL OR PHYSICAL PROCESSES","A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","Puiseaux","45"
"microfactory",2,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS","B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus","Paris","75"
"microoled",2,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Grenoble","38"
"microplast",1,"E05C","BOLTS OR FASTENING DEVICES FOR WINGS",NA,NA,"Yerres","94"
"microturbo",4,"B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS","F42B","EXPLOSIVE CHARGES, e.g. FOR BLASTING; FIREWORKS; AMMUNITION (explosive compositions C06B; fuzes F42C; blasting F42D)","Toulouse","31"
"microval",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61M","e.g. G01N0033480000)","Saint Just Malmont","43"
"microvoirie",1,"B65F","GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE (disinfecting refuse A61L; refuse disintegrators B02C; sorting refuse B03B",NA,NA,"Vigny","95"
"microwave characterization center",3,"H01P","WAVEGUIDES; RESONATORS","H01Q","LINES OR OTHER DEVICES OF THE WAVEGUIDE TYPE (operating at optical frequencies G02B)","Sainghin en Melantois","59"
"midi ingenierie",3,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","B26B","FLOWERS","Toulouse","31"
"mifcare",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris","75"
"miklitarian, alain",3,"B60K","ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING","F16M","FRAMES, CASINGS, OR BEDS, OF ENGINES OR OTHER MACHINES OR APPARATUS, NOT SPECIFIC TO AN ENGINE, MACHINE, OR APPARATUS PROVIDED FOR ELSEWHERE; STANDS OR SUPPORTS","Paris","75"
"mil's",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","F16K","B03D","Genas","69"
"milas, colin",1,"B66C","CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES",NA,NA,"Les Hautes Rivieres","88"
"milhau-blay, juan luis",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Le Boulou","66"
"mille",2,"A43B","CHARACTERISTIC FEATURES OF FOOTWEAR; PARTS OF FOOTWEAR","A43C","FASTENINGS OR ATTACHMENTS FOR FOOTWEAR; LACES IN GENERAL","Courthezon","84"
"millendo therapeutics",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"ecully","69"
